pert,mean_global_err,ridge_embed_err,knn_coexpr_k25_err,oracle_err,best_fixed_err
AARS,0.407971719900767,0.3410412867863973,0.49939395984013873,0.3410412867863973,0.49939395984013873
ABCE1,0.26740849018096924,0.5746039152145386,0.22879521052042642,0.22879521052042642,0.22879521052042642
ACTB,0.8258426586786906,0.9776020050048828,0.8596196174621582,0.8258426586786906,0.8596196174621582
AHCTF1,0.6534854173660278,0.8591014742851257,0.7035983800888062,0.6534854173660278,0.7035983800888062
AKIRIN2,0.64159095287323,0.6548891464869181,0.6518547137578329,0.64159095287323,0.6518547137578329
ALG13,0.6983000834782919,0.8575482964515686,0.6852805614471436,0.6852805614471436,0.6852805614471436
ALG2,0.6936613718668619,0.6446707248687744,0.7590256730715433,0.6446707248687744,0.7590256730715433
ANKRD11,1.1111733516057332,1.1651875178019206,1.1938733259836833,1.1111733516057332,1.1938733259836833
ARGLU1,1.0373894770940144,1.042870044708252,1.0305767059326172,1.0305767059326172,1.0305767059326172
ATF5,0.29737802346547443,0.888211747010549,0.41846297184626263,0.29737802346547443,0.41846297184626263
ATP6AP1,0.49391742547353107,0.770711084206899,0.47803235054016113,0.47803235054016113,0.47803235054016113
ATP6V0B,0.6107784112294515,1.02336851755778,0.653373638788859,0.6107784112294515,0.653373638788859
ATP6V1B2,0.38612963755925495,0.6803781588872274,0.4478912353515625,0.38612963755925495,0.4478912353515625
BANP,0.7790398200352987,0.9355068802833557,0.8130847613016764,0.7790398200352987,0.8130847613016764
BDP1,0.2966851194699605,0.4954527219136556,0.43038006623586017,0.2966851194699605,0.43038006623586017
BRIX1,0.28446964422861737,0.5655856927235922,0.33601274092992145,0.28446964422861737,0.33601274092992145
CASP8AP2,0.6250014702479044,0.41001057624816895,0.3957511782646179,0.3957511782646179,0.3957511782646179
CBLL1,0.8201362689336141,0.8622260292371114,0.799482266108195,0.799482266108195,0.799482266108195
CCDC174,0.44210092226664227,0.6475416223208109,0.4581486980120341,0.44210092226664227,0.4581486980120341
CCDC59,0.7638925115267435,0.6703815460205078,0.6933370431264242,0.6703815460205078,0.6933370431264242
CCDC84,0.5122091968854269,0.9195899963378906,0.5617612600326538,0.5122091968854269,0.5617612600326538
CD3EAP,0.5224301417668661,0.42550575733184814,0.38063116868336994,0.38063116868336994,0.38063116868336994
CDC6,0.360934058825175,0.25286006927490234,0.19461490710576376,0.19461490710576376,0.19461490710576376
CDK1,0.26087458928426105,0.39373238881429035,0.23426767190297446,0.23426767190297446,0.23426767190297446
CENPC,0.27666759490966797,0.5738497773806254,0.2668948173522949,0.2668948173522949,0.2668948173522949
CENPE,0.48695921897888184,0.5975070397059122,0.4874873956044515,0.48695921897888184,0.4874873956044515
CENPK,0.4261197845141093,0.6789300044377645,0.5591543714205424,0.4261197845141093,0.5591543714205424
CEP192,0.36641178528467816,0.5541918079058329,0.38799579938252765,0.36641178528467816,0.38799579938252765
CHAF1A,0.635877251625061,0.45680854717890423,0.39876959721247357,0.39876959721247357,0.39876959721247357
CHAF1B,0.5638757944107056,0.4413591225941976,0.36398470401763916,0.36398470401763916,0.36398470401763916
CHERP,0.4932103951772054,0.7652751207351685,0.5453035632769266,0.4932103951772054,0.5453035632769266
CKAP5,0.3979961673418681,0.47901346286137897,0.40671032667160034,0.3979961673418681,0.40671032667160034
CLP1,0.766291340192159,0.7959938645362854,0.769313395023346,0.766291340192159,0.769313395023346
CLSPN,0.3075209657351176,0.25028695662816364,0.22980310519536337,0.22980310519536337,0.22980310519536337
CLTC,0.46213895082473755,0.7272255420684814,0.5169955492019653,0.46213895082473755,0.5169955492019653
CSTF3,0.6854221026102701,0.7869426012039185,0.6524155537287394,0.6524155537287394,0.6524155537287394
CUL1,0.8524925708770752,0.9938840270042419,0.9497255285580953,0.8524925708770752,0.9497255285580953
CWF19L2,0.5209026137987772,0.7648957967758179,0.5181276003519694,0.5181276003519694,0.5181276003519694
DDX10,0.79525093237559,0.5446674625078837,0.5824498136838278,0.5446674625078837,0.5824498136838278
DDX21,0.7335076729456583,0.48374007145563763,0.42394866545995075,0.42394866545995075,0.42394866545995075
DDX5,1.0295181274414062,0.984165628751119,1.069242040316264,0.984165628751119,1.069242040316264
DKC1,0.7746141950289408,0.8746800223986307,0.6011496384938558,0.6011496384938558,0.6011496384938558
DNMT1,1.0936500628789265,1.0521666208902996,1.0604790846506755,1.0521666208902996,1.0604790846506755
DRAP1,0.7967312733332316,0.8437326749165853,0.7797769904136658,0.7797769904136658,0.7797769904136658
DSN1,0.1711465318997701,0.3517387310663859,0.19202319780985513,0.1711465318997701,0.19202319780985513
DTL,0.25489165385564166,0.4345615903536479,0.2000919977823893,0.2000919977823893,0.2000919977823893
DUT,0.542324960231781,0.5149831573168436,0.4507732192675273,0.4507732192675273,0.4507732192675273
DYNC1H1,0.2733137408892314,0.4874308109283447,0.30540281534194946,0.2733137408892314,0.30540281534194946
EBNA1BP2,0.5348393519719442,0.5053356885910034,0.28759127855300903,0.28759127855300903,0.28759127855300903
EIF1AX,0.47759129603703815,0.665596604347229,0.44720663626988727,0.44720663626988727,0.44720663626988727
EIF2B4,0.32504842678705853,0.446209450562795,0.4521576364835103,0.32504842678705853,0.4521576364835103
EIF4G2,0.48182592789332074,0.7548714876174927,0.5052484075228373,0.48182592789332074,0.5052484075228373
EPRS,0.5128447016080221,0.5698010921478271,0.48278605937957764,0.48278605937957764,0.48278605937957764
EXOSC8,0.5659942825635275,0.5915710926055908,0.6739629507064819,0.5659942825635275,0.6739629507064819
EXOSC9,0.557126502195994,0.508620003859202,0.6671558817227682,0.508620003859202,0.6671558817227682
FAM136A,0.314072847366333,0.555585503578186,0.591374397277832,0.314072847366333,0.591374397277832
GARS,0.8389047980308533,0.7333267529805502,0.7457536061604818,0.7333267529805502,0.7457536061604818
GINS2,0.4239480098088582,0.31287219127019245,0.17768130699793497,0.17768130699793497,0.17768130699793497
GNL3,0.5421043435732523,0.48424311478932697,0.33122344811757404,0.33122344811757404,0.33122344811757404
GOLT1B,0.5162585775057474,0.6200530131657919,0.6171427567799886,0.5162585775057474,0.6171427567799886
GRPEL1,0.37583229939142865,0.5722696781158447,0.47417503595352173,0.37583229939142865,0.47417503595352173
GTF2A1,0.7015469868977865,0.856454054514567,0.719420870145162,0.7015469868977865,0.719420870145162
HAUS4,0.4426792860031128,0.6882845163345337,0.44522807995478314,0.4426792860031128,0.44522807995478314
HDAC7,0.4264618357022603,0.6676936348279318,0.4877742330233256,0.4264618357022603,0.4877742330233256
HMGCS1,0.5205235481262207,0.8836177190144857,0.49568235874176025,0.49568235874176025,0.49568235874176025
HNRNPH1,0.6372775634129842,0.9428101778030396,0.6337363322575887,0.6337363322575887,0.6337363322575887
HNRNPU,0.7115952968597412,0.8222485780715942,0.7153066396713257,0.7115952968597412,0.7153066396713257
HSPA5,0.40737785895665485,1.080103834470113,0.4220625162124634,0.40737785895665485,0.4220625162124634
HSPA9,0.26880457003911334,0.4873737692832947,0.4293578465779622,0.26880457003911334,0.4293578465779622
HSPE1,0.5862342715263367,0.7758681774139404,0.6216137409210205,0.5862342715263367,0.6216137409210205
IARS,0.5801724195480347,0.5154130458831787,0.5693670312563578,0.5154130458831787,0.5693670312563578
ICE1,0.447270671526591,0.609403113524119,0.3938969175020854,0.3938969175020854,0.3938969175020854
IGBP1,0.2885012626647949,0.41646812359491986,0.30655235052108765,0.2885012626647949,0.30655235052108765
INO80,0.8400906721750895,0.8260435064633688,0.7810443242390951,0.7810443242390951,0.7810443242390951
INTS2,0.3403061827023824,0.5201933979988098,0.3778670032819112,0.3403061827023824,0.3778670032819112
INTS6,0.868354876836141,0.9630268216133118,0.9025124708811442,0.868354876836141,0.9025124708811442
ISCU,0.4102350076039632,0.5870120922724406,0.471745232741038,0.4102350076039632,0.471745232741038
KANSL1,0.6495358943939209,0.6266852219899496,0.5849929451942444,0.5849929451942444,0.5849929451942444
KIN,0.5538236300150553,0.5249973932902018,0.4650938908259074,0.4650938908259074,0.4650938908259074
LONP1,0.7359983126322428,0.6692688862482706,0.6986333529154459,0.6692688862482706,0.6986333529154459
LRPPRC,0.8168659408887228,0.6104049682617188,0.719548245271047,0.6104049682617188,0.719548245271047
LSG1,0.6335211396217346,0.7176454265912374,0.7764327128728231,0.6335211396217346,0.7764327128728231
MAD2L1,0.5955240527788798,0.7578662435213724,0.6834579308827718,0.5955240527788798,0.6834579308827718
MARS,0.4406033555666606,0.4417421619097392,0.39394893248875934,0.39394893248875934,0.39394893248875934
MAT2A,0.6258102854092916,0.9192095200220743,0.6626622080802917,0.6258102854092916,0.6626622080802917
MAU2,0.6370097398757935,0.6770797769228617,0.6223008036613464,0.6223008036613464,0.6223008036613464
MCM10,0.34407877922058105,0.21093342701594034,0.132307231426239,0.132307231426239,0.132307231426239
MCM2,0.47732094923655194,0.4367794990539551,0.29790858427683514,0.29790858427683514,0.29790858427683514
MCM3,0.6439138452212015,0.5561368664105734,0.4700094262758891,0.4700094262758891,0.4700094262758891
MCM4,0.5533501108487447,0.48250287771224976,0.4579751491546631,0.4579751491546631,0.4579751491546631
MCM6,0.5905092159907023,0.4774712125460307,0.4089506467183431,0.4089506467183431,0.4089506467183431
MDN1,0.6721532344818115,0.45894583066304523,0.5785265763600668,0.45894583066304523,0.5785265763600668
MED19,0.3395785093307495,0.6071274876594543,0.25775110721588135,0.25775110721588135,0.25775110721588135
MED6,0.3723338047663371,0.42889273166656494,0.3348096211751302,0.3348096211751302,0.3348096211751302
METTL16,1.0365161498387654,0.9044273098309835,0.9034703771273295,0.9034703771273295,0.9034703771273295
MFAP1,0.3182827631632487,0.3848244547843933,0.2648404836654663,0.2648404836654663,0.2648404836654663
MMS22L,0.4573288559913635,0.4166716933250427,0.27050477266311646,0.27050477266311646,0.27050477266311646
MPHOSPH10,0.7070759336153666,0.7422112623850504,0.8093014558156332,0.7070759336153666,0.8093014558156332
MVD,0.5475629766782125,0.6373732487360636,0.6267370780309042,0.5475629766782125,0.6267370780309042
MYBL2,0.346042533715566,0.5320423245429993,0.3419561982154846,0.3419561982154846,0.3419561982154846
NAE1,0.9747931361198425,0.9682484865188599,1.034938891728719,0.9682484865188599,1.034938891728719
NBAS,0.5329248905181885,0.6474229693412781,0.5256887873013815,0.5256887873013815,0.5256887873013815
NCAPH,0.4163536826769511,0.6669439673423767,0.4068174759546916,0.4068174759546916,0.4068174759546916
NCL,0.6658807992935181,0.6805618604024252,0.5926214655240377,0.5926214655240377,0.5926214655240377
NDC80,0.1908542513847351,0.15740452210108438,0.13545624415079752,0.13545624415079752,0.13545624415079752
NEDD1,0.6457423369089762,0.6730840802192688,0.6471941272417704,0.6457423369089762,0.6471941272417704
NIFK,0.4632269541422526,0.42356886466344196,0.3499498764673869,0.3499498764673869,0.3499498764673869
NOLC1,0.8950963020324707,0.8571304281552633,0.7782673438390096,0.7782673438390096,0.7782673438390096
NOM1,0.8130905032157898,0.8103553255399069,0.8187041680018107,0.8103553255399069,0.8187041680018107
NRDE2,0.36143338680267334,0.3879404266675313,0.5229430198669434,0.36143338680267334,0.5229430198669434
NSRP1,0.468481183052063,0.609030524889628,0.48665008942286175,0.468481183052063,0.48665008942286175
NUF2,0.1555529236793518,0.20869457721710205,0.12798792123794556,0.12798792123794556,0.12798792123794556
OGT,0.9846019347508749,1.0675493478775024,0.9986971616744995,0.9846019347508749,0.9986971616744995
OPA1,0.6499550143877665,0.5474607944488525,0.6222439209620158,0.5474607944488525,0.6222439209620158
ORC1,0.30497634410858154,0.25609421730041504,0.1451472043991089,0.1451472043991089,0.1451472043991089
PCF11,0.5352275768915812,0.8890359004338583,0.532947838306427,0.532947838306427,0.532947838306427
PCNA,0.3361150026321411,0.2318581541379293,0.14988231658935547,0.14988231658935547,0.14988231658935547
PDRG1,0.6934427817662557,0.659161388874054,0.613946278889974,0.613946278889974,0.613946278889974
PFDN2,0.5993718107541403,1.0948785940806072,0.6034148732821146,0.5993718107541403,0.6034148732821146
PKM,0.6134718457857767,0.7353633443514506,0.6497432788213094,0.6134718457857767,0.6497432788213094
PMPCB,0.37410428126653034,0.47004926204681396,0.42790818214416504,0.37410428126653034,0.42790818214416504
PNN,0.5835390488306681,0.7614545424779257,0.6332633296648661,0.5835390488306681,0.6332633296648661
PNPT1,0.7596456011136373,0.87376868724823,0.8036585450172424,0.7596456011136373,0.8036585450172424
POLA1,0.41967344284057617,0.35443246364593506,0.3510992129643758,0.3510992129643758,0.3510992129643758
POLD3,0.6523004571596781,0.49659432967503864,0.45944186051686603,0.45944186051686603,0.45944186051686603
PRIM1,0.3900020718574524,0.2765684127807617,0.19459539651870728,0.19459539651870728,0.19459539651870728
PRPF3,0.29828137159347534,0.41037694613138836,0.2538924018541972,0.2538924018541972,0.2538924018541972
PRPF4B,0.7817474802335104,0.8430542548497518,0.7800501982371012,0.7800501982371012,0.7800501982371012
RAD21,0.39223448435465497,0.5483896931012472,0.4079348047574361,0.39223448435465497,0.4079348047574361
RBBP6,0.5773229797681173,0.6829638679822286,0.5469217300415039,0.5469217300415039,0.5469217300415039
RBBP8,0.6393650968869528,0.5483330488204956,0.4766075611114502,0.4766075611114502,0.4766075611114502
RBM39,0.5547577142715454,0.606396754582723,0.5266128977139791,0.5266128977139791,0.5266128977139791
RBM48,0.5641910036404928,0.6773412624994913,0.5570084452629089,0.5570084452629089,0.5570084452629089
RFC1,0.4783747394879659,0.43745853503545123,0.31532325347264606,0.31532325347264606,0.31532325347264606
RFC2,0.4268213709195455,0.33587445815404254,0.20692133903503418,0.20692133903503418,0.20692133903503418
RFC4,0.5026459296544393,0.42159674564997357,0.3338213960329692,0.3338213960329692,0.3338213960329692
RIOK1,0.6921493609746298,0.6116407513618469,0.49382128318150836,0.49382128318150836,0.49382128318150836
RNF113A,0.5080668330192566,1.0113088687260945,0.5615938504536947,0.5080668330192566,0.5615938504536947
RNF20,0.418151060740153,0.544321616490682,0.3952491482098897,0.3952491482098897,0.3952491482098897
RNMT,0.9568654696146647,1.0211997826894124,0.91388072570165,0.91388072570165,0.91388072570165
RNPC3,0.5448657075564066,0.5654930075009664,0.5186915397644043,0.5186915397644043,0.5186915397644043
RPA2,0.2872809171676636,0.4944374163945516,0.1849518616994222,0.1849518616994222,0.1849518616994222
RPA3,0.37113942702611286,0.3489874601364136,0.2623565196990967,0.2623565196990967,0.2623565196990967
RPL12,0.2774711449940999,0.6818096240361532,0.3218334714571635,0.2774711449940999,0.3218334714571635
RPL23,0.33395524819691974,0.25659332672754925,0.1464419960975647,0.1464419960975647,0.1464419960975647
RPL26,0.40547386805216473,0.22520236174265543,0.2124919891357422,0.2124919891357422,0.2124919891357422
RPL34,0.3571436603864034,0.29646458228429157,0.16974955797195435,0.16974955797195435,0.16974955797195435
RPL37,0.5095943609873453,0.34333550930023193,0.29082735379536945,0.29082735379536945,0.29082735379536945
RPL39,0.5334215760231018,0.49878958861033124,0.4281921982765198,0.4281921982765198,0.4281921982765198
RPS14,0.618813137213389,0.4519914388656616,0.33160996437072754,0.33160996437072754,0.33160996437072754
RPS18,0.6290060679117838,0.3042830427487691,0.3944237430890401,0.3042830427487691,0.3944237430890401
RPS27,0.5729824701944987,0.4448075294494629,0.38013309240341187,0.38013309240341187,0.38013309240341187
RPS3,0.6338016192118326,0.284792423248291,0.38918449481328327,0.284792423248291,0.38918449481328327
RPS6,0.5527379711469015,0.22681069374084473,0.2917056481043498,0.22681069374084473,0.2917056481043498
RRN3,0.5417173703511556,0.6886506875356039,0.6690728863080343,0.5417173703511556,0.6690728863080343
RRP12,0.6851711471875509,0.5999463200569153,0.6009857257207235,0.5999463200569153,0.6009857257207235
RRP9,0.8348624308904012,1.0266251762708027,0.7092626293500265,0.7092626293500265,0.7092626293500265
RRS1,0.4613034923871358,0.4572641849517822,0.28435514370600384,0.28435514370600384,0.28435514370600384
RSL1D1,0.5989441871643066,0.5525002082188925,0.39718349774678546,0.39718349774678546,0.39718349774678546
SBNO1,1.1843466758728027,1.0516285101572673,1.1844606796900432,1.0516285101572673,1.1844606796900432
SDE2,0.6397992372512817,0.8611202438672384,0.6788853208223978,0.6397992372512817,0.6788853208223978
SETDB1,0.840628981590271,0.8842219114303589,0.8532366752624512,0.840628981590271,0.8532366752624512
SFPQ,0.3706114689509074,0.6388086477915446,0.42363200585047406,0.3706114689509074,0.42363200585047406
SLBP,0.5952026844024658,0.48126929998397827,0.3296828269958496,0.3296828269958496,0.3296828269958496
SLC7A6OS,0.617323120435079,0.584472676118215,0.5307912826538086,0.5307912826538086,0.5307912826538086
SLU7,0.4642136295636495,0.5817613403002421,0.3418248693148295,0.3418248693148295,0.3418248693148295
SMC1A,0.35805702209472656,0.47126110394795734,0.340215524037679,0.340215524037679,0.340215524037679
SMC2,0.226275364557902,0.38713369766871136,0.3174388607343038,0.226275364557902,0.3174388607343038
SMC3,0.37519150972366333,0.5075640877087911,0.3849768837292989,0.37519150972366333,0.3849768837292989
SMC4,0.31592220067977905,0.42997491359710693,0.37185943126678467,0.31592220067977905,0.37185943126678467
SNAPC5,0.645012617111206,0.6096615791320801,0.6028275092442831,0.6028275092442831,0.6028275092442831
SNIP1,0.4839918812115987,0.48412583271662396,0.39010443290074664,0.39010443290074664,0.39010443290074664
SNRNP48,0.3426760236422221,0.4937388300895691,0.3662946621576945,0.3426760236422221,0.3662946621576945
SNRPA1,0.4255012273788452,0.6192473967870077,0.4363241990407308,0.4255012273788452,0.4363241990407308
SNRPD1,0.2574004332224528,0.5800227125485738,0.36707739035288495,0.2574004332224528,0.36707739035288495
SNW1,0.4450140794118245,0.5176631609598795,0.40598318974177044,0.40598318974177044,0.40598318974177044
SON,0.25891127189000446,0.5969637433687845,0.318767507870992,0.25891127189000446,0.318767507870992
SPC24,0.1357612411181132,0.6923416058222452,0.1563292145729065,0.1357612411181132,0.1563292145729065
SPC25,0.14012394348780313,0.2495036522547404,0.12068825960159302,0.12068825960159302,0.12068825960159302
SRP54,0.37634535630544025,0.45440471172332764,0.42467570304870605,0.37634535630544025,0.42467570304870605
SRRM1,0.6116226116816202,0.6773682037989298,0.5931495229403178,0.5931495229403178,0.5931495229403178
SRSF2,0.6027318437894186,0.8155550161997477,0.6566061576207479,0.6027318437894186,0.6566061576207479
SRSF7,0.6385095318158468,0.6691969037055969,0.7405380209287008,0.6385095318158468,0.7405380209287008
SYF2,0.7851957480112711,0.7053942680358887,0.7154303391774496,0.7053942680358887,0.7154303391774496
TAF1D,0.6275424162546793,0.6846954623858134,0.727434515953064,0.6275424162546793,0.727434515953064
TAF7,0.6121885975201925,0.654569129149119,0.4926314353942871,0.4926314353942871,0.4926314353942871
TAF8,0.8957798878351847,0.8205096125602722,0.8602950771649679,0.8205096125602722,0.8602950771649679
TARS,0.5203692515691122,0.35136812925338745,0.4214814305305481,0.35136812925338745,0.4214814305305481
TERF2,0.46943652629852295,0.6997228463490804,0.42807479699452716,0.42807479699452716,0.42807479699452716
THAP1,0.5975431601206461,0.7485462427139282,0.6630483865737915,0.5975431601206461,0.6630483865737915
TIMM9,0.6484853029251099,0.7979856530825297,0.6909707188606262,0.6484853029251099,0.6909707188606262
TMSB10,0.8849841753641764,0.9092127283414205,0.8870782852172852,0.8849841753641764,0.8870782852172852
TOMM40,0.6116839647293091,0.8049848079681396,0.7243184844652811,0.6116839647293091,0.7243184844652811
TOP1,0.68930584192276,0.724512000878652,0.6957367261250814,0.68930584192276,0.6957367261250814
TPR,0.4724060893058777,0.6869211196899414,0.5393493175506592,0.4724060893058777,0.5393493175506592
TPX2,0.20812171697616577,0.246465802192688,0.22704525788625082,0.20812171697616577,0.22704525788625082
TTK,0.09431956211725871,0.3995510737101237,0.09647796551386516,0.09431956211725871,0.09647796551386516
U2SURP,0.5452477931976318,1.0265546838442485,0.6494753162066141,0.5452477931976318,0.6494753162066141
UBAP1,0.3534092704455058,0.5573878884315491,0.44112024704615277,0.3534092704455058,0.44112024704615277
UFM1,0.7334169149398804,0.901788612206777,0.7828704913457235,0.7334169149398804,0.7828704913457235
UPF2,0.7990011175473531,0.7337575157483419,0.786490817864736,0.7337575157483419,0.786490817864736
USPL1,0.7655249039332072,0.8196971217791239,0.6605158845583597,0.6605158845583597,0.6605158845583597
UTP20,0.7415210604667664,0.6172275940577189,0.4575366973876953,0.4575366973876953,0.4575366973876953
UTP23,0.7424876491228739,0.644109845161438,0.7736762166023254,0.644109845161438,0.7736762166023254
UTP3,0.6957542101542155,0.7236641645431519,0.8417726556460062,0.6957542101542155,0.8417726556460062
WDHD1,0.839164157708486,0.7400351762771606,0.6455102761586508,0.6455102761586508,0.6455102761586508
WDR43,0.5238202810287476,0.6697207490603129,0.39321525891621906,0.39321525891621906,0.39321525891621906
XPO1,0.23406837383906046,0.4230938156445821,0.27338918050130206,0.23406837383906046,0.27338918050130206
XRCC5,0.54060165087382,0.773743748664856,0.6077475547790527,0.54060165087382,0.6077475547790527
YEATS2,0.7537459135055542,0.8893194397290548,0.8118265271186829,0.7537459135055542,0.8118265271186829
YTHDC1,0.4406040708223979,0.5252277255058289,0.44452128807703656,0.4406040708223979,0.44452128807703656
ZFC3H1,0.8113160928090414,0.7625930309295654,0.8435880144437155,0.7625930309295654,0.8435880144437155
ZMAT5,0.5867517193158468,0.6548271576563517,0.5681212743123373,0.5681212743123373,0.5681212743123373
